business_token,transaction_date,entry_type,direction,amount_cents,transaction_status,internal_failure_reason,vendor_name,mcc,mcc_description,merchant_country,pos_data_type,token_wallet_type,pos_data_attended,pos_data_on_premise,card_entry_mode,pin_entered,pan_entry_mode,card_network,avs_result
business_ZiVqgB3QYDuK,2022-10-04 17:26:47,card,from,100000,SETTLED,,LULULEMON - DEPIERO FA,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_JdqojUMWtYU8,2022-10-04 17:41:53,card,from,1215,SETTLED,,TRACTOR-SUPPLY-CO #035,5599,Miscellaneous Auto Dealers,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_Jc8XUn5Gc3Gm,2022-10-04 17:43:12,card,from,200000,SETTLED,,LULULEMON - DEPIERO FA,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_JdqojUMWtYU8,2022-10-04 18:02:54,card,from,1810,SETTLED,,DOLLAR GENERAL #11157,5331,Variety Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_2CCk7Nc3Vdxg,2022-10-04 18:07:10,card,from,768,SETTLED,,HONEYBOOK.COM,7399,"Business Services, Not Elsewhere Classified",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH
business_c5DUbA5jxeVe,2022-10-04 18:13:19,card,from,1298,SETTLED,,ZOOM.US 888-799-9666,4814,"Fax services, Telecommunication Services",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH
business_g5oeQtakbRSk,2022-10-04 18:33:20,card,from,6115,SETTLED,,EASYSHIP.COM,4215,"Courier Services – Air or Ground, Freight forwarders",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_sgTVjfkcmcAt,2022-10-04 18:41:04,card,from,85814,SETTLED,,THE HOME DEPOT #3009,5200,Home Supply Warehouse Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_sgTVjfkcmcAt,2022-10-04 18:57:05,card,from,59554,SETTLED,,THE HOME DEPOT #3034,5200,Home Supply Warehouse Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_3M1ozHtHMFvG,2022-10-04 18:57:21,card,from,719,SETTLED,,TACO BELL 35751,5814,Fast Food Restaurants,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_mPhiyWLi1Ete,2022-10-04 19:20:32,card,from,4842,SETTLED,,AMZN Mktp US*145EU3I71,5942,Book Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_g5oeQtakbRSk,2022-10-04 19:24:19,card,from,19900,SETTLED,,OPTIMIZEPRESS.COM,7372,"Computer Programming, Integrated Systems Design and Data Processing Services",GBR,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH
business_ZiVqgB3QYDuK,2022-10-04 19:29:18,found_to_found_transfer,from,98500,SETTLED,,other,,,,,,,,,,,,
business_NrfhrFmh4xUq,2022-10-04 19:37:45,card,from,1000,DECLINED,INSUFFICIENT_FUNDS,VIDIQ PRO,5734,Computer Software Stores,USA,ECOMMERCE,MERCHANT,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_z6zAtWeXoEQC,2022-10-04 19:39:58,card,from,30000,SETTLED,,WHOLEFDS  3315 WASHTEN,5411,"Grocery Stores, Supermarkets",USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,TRUE,CONTACTLESS,MAESTRO,FAIL
business_z6zAtWeXoEQC,2022-10-04 19:40:44,card,from,50000,SETTLED,,WHOLEFDS  3315 WASHTEN,5411,"Grocery Stores, Supermarkets",USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,TRUE,CONTACTLESS,MAESTRO,FAIL
business_Z2nXeLF3L5sr,2022-10-04 19:50:20,card,from,100000,SETTLED,,LULULEMON ANN ARBOR,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_Z2nXeLF3L5sr,2022-10-04 19:51:43,card,from,100000,SETTLED,,LULULEMON ANN ARBOR,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_Z2nXeLF3L5sr,2022-10-04 19:59:50,card,from,50000,SETTLED,,WHOLEFDS  3315 WASHTEN,5411,"Grocery Stores, Supermarkets",USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,TRUE,CONTACTLESS,MAESTRO,FAIL
business_Z2nXeLF3L5sr,2022-10-04 20:01:30,card,from,50000,SETTLED,,WHOLEFDS  3315 WASHTEN,5411,"Grocery Stores, Supermarkets",USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,TRUE,CONTACTLESS,MAESTRO,FAIL
business_Z2nXeLF3L5sr,2022-10-04 20:07:05,found_to_found_transfer,from,100000,SETTLED,,other,,,,,,,,,,,,
business_g5oeQtakbRSk,2022-10-04 20:37:11,card,from,4423,SETTLED,,NUDA,5499,Misc. Food Stores – Convenience Stores and Specialty Markets,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_z6zAtWeXoEQC,2022-10-04 20:44:04,card,from,50595,SETTLED,,MEIJER # 027,5411,"Grocery Stores, Supermarkets",USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_Z2nXeLF3L5sr,2022-10-04 20:46:43,card,from,50000,SETTLED,,MEIJER # 027,5411,"Grocery Stores, Supermarkets",USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_Z2nXeLF3L5sr,2022-10-04 20:50:46,card,from,50000,SETTLED,,MEIJER # 027,5411,"Grocery Stores, Supermarkets",USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_z6zAtWeXoEQC,2022-10-04 21:00:00,card,from,12500,SETTLED,,TARGET        00012856,5411,"Grocery Stores, Supermarkets",USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_pGErY9hkzHwZ,2022-10-04 21:00:50,card,from,6907,SETTLED,,CIRCLE K 07207,5542,Automated Fuel Dispensers,USA,POS_TERMINAL,,FALSE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_c5DUbA5jxeVe,2022-10-04 21:10:21,ach_external,to,121686,SETTLED,,bmigdQ6wQIaxICo3I21Zcy9/Oqj7FPaR//wSDay5zyA=,,,,,,,,,,,,
business_g5oeQtakbRSk,2022-10-04 22:03:33,card,from,4728,SETTLED,,EIG*BLUEHOST.COM,5968,Direct Marketing – Continuity/Subscription Merchant,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_3M1ozHtHMFvG,2022-10-04 22:17:13,card,from,460,SETTLED,,SQ *BLENDIN COFFEE CLU,5814,Fast Food Restaurants,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_YwejKRwM773W,2022-10-04 22:20:13,ach_external,from,15000,SETTLED,,SPblmOvueqyYONM0SEs5VBBVgL5NBltcaPlYpWLjkVc=,,,,,,,,,,,,
business_g5oeQtakbRSk,2022-10-04 22:25:03,ach_internal,from,500000,SETTLED,,f5hQascmDg4H9EsScR3mZzkbEzpF/0yNJHhmdBaw96E=,,,,,,,,,,,,
business_ShXMUU1ccQnx,2022-10-04 22:53:02,card,from,195,SETTLED,,NAYAX VENDING 46,5814,Fast Food Restaurants,USA,POS_TERMINAL,,FALSE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_g5oeQtakbRSk,2022-10-04 23:00:42,card,from,1100,SETTLED,,MailChimp,5818,Digital Goods: Large Digital Goods Merchant,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_g5oeQtakbRSk,2022-10-04 23:09:48,card,from,1200,SETTLED,,GOOGLE *Domains,7372,"Computer Programming, Integrated Systems Design and Data Processing Services",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH_ZIP_ONLY
business_sgTVjfkcmcAt,2022-10-04 23:44:41,card,from,6000,SETTLED,,CECIL WHITTAKERS PIZZA,5812,Eating places and Restaurants,USA,DIAL_TERMINAL,,TRUE,TRUE,NOT_PRESENT,FALSE,MANUAL,MASTERCARD,MATCH
business_98JFPBHrtjcq,2022-10-05 0:11:50,card,from,1295,SETTLED,,CANVA* I03564-0230202,7221,Photographic Studios,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_pGErY9hkzHwZ,2022-10-05 0:51:07,card,from,1100,SETTLED,,SAVOR...MANCHESTER,5812,Eating places and Restaurants,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,MAGNETIC_STRIPE,MASTERCARD,FAIL
business_pGErY9hkzHwZ,2022-10-05 2:04:09,card,from,550,SETTLED,,SAVOR...MANCHESTER,5812,Eating places and Restaurants,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,MAGNETIC_STRIPE,MASTERCARD,FAIL
business_g5oeQtakbRSk,2022-10-05 2:04:28,card,from,7000,SETTLED,,VEGAN NOVA,5812,Eating places and Restaurants,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_knfkEhWXdzbh,2022-10-05 3:40:17,card,to,69398,SETTLED,,Revival House,6536,,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MAESTRO,FAIL
business_VgMGGH14iFPx,2022-10-05 3:56:33,card,from,15497,SETTLED,,UNITEDHEALTHONE,6300,"Insurance Sales, Underwriting, and Premiums",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH_ZIP_ONLY
business_g5oeQtakbRSk,2022-10-05 6:32:06,card,from,4948,SETTLED,,FiverrInc,7399,"Business Services, Not Elsewhere Classified",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,FAIL
business_FhhHznixAa9S,2022-10-05 8:31:51,card,from,999,DECLINED,CARD_INACTIVE,DOORDASH DASHPASS,5812,Eating places and Restaurants,USA,ECOMMERCE,MERCHANT,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_FhhHznixAa9S,2022-10-05 8:31:52,card,from,999,DECLINED,CARD_INACTIVE,DOORDASH DASHPASS,5812,Eating places and Restaurants,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,FAIL
business_CSUwH5xmvpYe,2022-10-05 9:17:18,card,from,2900,SETTLED,,IN *CHRISTIAN COUNSELO,7311,Advertising Services,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_NrfhrFmh4xUq,2022-10-05 9:27:51,card,from,4885,DECLINED,INSUFFICIENT_FUNDS,VESTA  *AT&T PREPAID,4814,"Fax services, Telecommunication Services",USA,PHONE,,TRUE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,FAIL
business_NrfhrFmh4xUq,2022-10-05 9:34:00,card,from,1476,DECLINED,INSUFFICIENT_FUNDS,NAME-CHEAP.COM* M5YCYF,7372,"Computer Programming, Integrated Systems Design and Data Processing Services",USA,ECOMMERCE,MERCHANT,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_ZiVqgB3QYDuK,2022-10-05 11:10:42,ach_external,to,500000,SETTLED,,e1r0+91rQGxss70F22WzSlQ0asPHkfPK388H4Vos420=,,,,,,,,,,,,
business_mPhiyWLi1Ete,2022-10-05 11:10:49,ach_external,to,21010,SETTLED,,2B1Ch7kyKND2eUxTzAqDsgJDpGLOdI8O+eydGQ01F8k=,,,,,,,,,,,,
business_GthGNve4Ku76,2022-10-05 11:10:56,ach_external,to,87300,SETTLED,,Jro7KLIs9xKsgNen+jEKTzvtQ+5c1A3yvJecJqTyFoI=,,,,,,,,,,,,
business_Jc8XUn5Gc3Gm,2022-10-05 11:11:00,ach_external,to,200000,SETTLED,,HJKNUIZGQtIICuseori3Ns2imAkcQT56R9aqd8pBxUc=,,,,,,,,,,,,
business_5SVY58UeJf1F,2022-10-05 11:11:10,ach_external,to,90000,SETTLED,,7LZ9CHF4HmB8mITcGXDWeg6Z6xPHr7XmZFHKJzadvjk=,,,,,,,,,,,,
business_2CCk7Nc3Vdxg,2022-10-05 11:11:14,ach_external,to,900,SETTLED,,sQEIT2HFH7sr6tXnRanQ7jm6LYq3jzdTdZqwtFDJJv0=,,,,,,,,,,,,
business_RR5HKs2b11pT,2022-10-05 11:11:24,ach_external,to,23308,SETTLED,,YgQWljdElOre/nOyDcNFSBOkdwKx0iSHsbn24wwi8Is=,,,,,,,,,,,,
business_g5oeQtakbRSk,2022-10-05 11:11:29,ach_external,to,313999,SETTLED,,WcNJ8we3UgEaopTYe8D/tk6/atgvTo9pE2d1uWcJnPw=,,,,,,,,,,,,
business_mPhiyWLi1Ete,2022-10-05 11:11:32,ach_external,to,31734,SETTLED,,WcNJ8we3UgEaopTYe8D/tk6/atgvTo9pE2d1uWcJnPw=,,,,,,,,,,,,
business_QhSJTyeHL5ga,2022-10-05 11:11:36,ach_external,to,81504,SETTLED,,WcNJ8we3UgEaopTYe8D/tk6/atgvTo9pE2d1uWcJnPw=,,,,,,,,,,,,
business_y8QPwLg2vAbk,2022-10-05 11:11:39,ach_external,to,380000,SETTLED,,Dnq3Nvi55pl7Kz2EbgOC7cqk2cBmoZCMXyO8YBCh+XQ=,,,,,,,,,,,,
business_98JFPBHrtjcq,2022-10-05 11:11:50,ach_external,to,395370,SETTLED,,WcNJ8we3UgEaopTYe8D/tk6/atgvTo9pE2d1uWcJnPw=,,,,,,,,,,,,
business_eMsN3azWaHGB,2022-10-05 11:12:07,ach_external,to,220872,SETTLED,,WcNJ8we3UgEaopTYe8D/tk6/atgvTo9pE2d1uWcJnPw=,,,,,,,,,,,,
business_MgHvS1et8qdV,2022-10-05 11:12:09,ach_external,to,464000,RETURNED,,Uu6z5XuOwPBgjK6F/Mop5yuU7Z85lbsqNr4Grhoqsjo=,,,,,,,,,,,,
business_KDTaVJHbToVf,2022-10-05 11:20:43,ach_external,from,63500,SETTLED,,H6n4keMexmFkNG1gyckJVKduypv4iwFNQY9qwPSh96E=,,,,,,,,,,,,
business_H7hxz3a1ZeRL,2022-10-05 11:20:47,ach_external,from,178900,RETURNED,,WcNJ8we3UgEaopTYe8D/tk6/atgvTo9pE2d1uWcJnPw=,,,,,,,,,,,,
business_2CCk7Nc3Vdxg,2022-10-05 11:20:52,ach_external,from,41100,SETTLED,,EXw/gJvDT4lwaQxvVA5Mj3wv54EwyDbL0bOu88f63Rk=,,,,,,,,,,,,
business_recPNbQGnEMr,2022-10-05 11:20:56,ach_external,from,981500,RETURNED,,WcNJ8we3UgEaopTYe8D/tk6/atgvTo9pE2d1uWcJnPw=,,,,,,,,,,,,
business_ZiVqgB3QYDuK,2022-10-05 11:25:18,found_to_found_transfer,from,300000,SETTLED,,other,,,,,,,,,,,,
business_knfkEhWXdzbh,2022-10-05 11:29:51,card,from,5500,SETTLED,,TMOBILE*AUTO PAY,4814,"Fax services, Telecommunication Services",USA,PHONE,,TRUE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH
business_ZiVqgB3QYDuK,2022-10-05 11:30:48,card,from,201269,DECLINED,INSUFFICIENT_FUNDS,"FENG HUA CO.,LTD",5499,Misc. Food Stores – Convenience Stores and Specialty Markets,THA,POS_TERMINAL,SAMSUNG_PAY,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_ZiVqgB3QYDuK,2022-10-05 11:31:20,card,from,201269,DECLINED,INSUFFICIENT_FUNDS,"FENG HUA CO.,LTD",5499,Misc. Food Stores – Convenience Stores and Specialty Markets,THA,POS_TERMINAL,SAMSUNG_PAY,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_ZiVqgB3QYDuK,2022-10-05 11:32:10,card,from,50671,SETTLED,,"FENG HUA CO.,LTD",5499,Misc. Food Stores – Convenience Stores and Specialty Markets,THA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_ZiVqgB3QYDuK,2022-10-05 11:32:44,card,from,50671,SETTLED,,"FENG HUA CO.,LTD",5499,Misc. Food Stores – Convenience Stores and Specialty Markets,THA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_ZiVqgB3QYDuK,2022-10-05 11:34:09,card,from,50671,SETTLED,,"FENG HUA CO.,LTD",5499,Misc. Food Stores – Convenience Stores and Specialty Markets,THA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_ZiVqgB3QYDuK,2022-10-05 11:39:59,card,from,45603,SETTLED,,"FENG HUA CO.,LTD",5499,Misc. Food Stores – Convenience Stores and Specialty Markets,THA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_Jc8XUn5Gc3Gm,2022-10-05 11:47:48,card,from,199900,SETTLED,,"FENG HUA CO.,LTD",5499,Misc. Food Stores – Convenience Stores and Specialty Markets,THA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_RR5HKs2b11pT,2022-10-05 12:26:58,card,from,2249,SETTLED,,AMZN Mktp US*1K2RR0V10,5942,Book Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_RR5HKs2b11pT,2022-10-05 12:51:06,card,from,2681,SETTLED,,AMZN Mktp US*149AM56K2,5942,Book Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH
business_Jc8XUn5Gc3Gm,2022-10-05 12:52:39,found_to_found_transfer,to,100000,SETTLED,,other,,,,,,,,,,,,
business_Jc8XUn5Gc3Gm,2022-10-05 12:59:01,card,from,99699,SETTLED,,"FENG HUA CO.,LTD",5499,Misc. Food Stores – Convenience Stores and Specialty Markets,THA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_Jc8XUn5Gc3Gm,2022-10-05 13:00:49,found_to_found_transfer,to,100000,SETTLED,,other,,,,,,,,,,,,
business_Jc8XUn5Gc3Gm,2022-10-05 13:04:09,card,from,99699,SETTLED,,"FENG HUA CO.,LTD",5499,Misc. Food Stores – Convenience Stores and Specialty Markets,THA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_ZiVqgB3QYDuK,2022-10-05 13:08:25,found_to_found_transfer,to,100000,SETTLED,,other,,,,,,,,,,,,
business_sgTVjfkcmcAt,2022-10-05 13:09:27,card,from,5480,SETTLED,,THE HOME DEPOT #3013,5200,Home Supply Warehouse Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_ZiVqgB3QYDuK,2022-10-05 13:11:49,card,from,99699,SETTLED,,"FENG HUA CO.,LTD",5499,Misc. Food Stores – Convenience Stores and Specialty Markets,THA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_sgTVjfkcmcAt,2022-10-05 13:34:58,card,from,9004,SETTLED,,THE HOME DEPOT 3034,5200,Home Supply Warehouse Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_rGMQCBoMkwq3,2022-10-05 13:36:05,found_to_found_transfer,from,2000,SETTLED,,other,,,,,,,,,,,,
business_rGMQCBoMkwq3,2022-10-05 13:48:27,found_to_found_transfer,from,1800,SETTLED,,other,,,,,,,,,,,,
business_RuvEbjbYaoqH,2022-10-05 13:53:01,card,to,268263,SETTLED,,PAYPAL*FALCON KEREN,6536,,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MAESTRO,FAIL
business_z6zAtWeXoEQC,2022-10-05 14:01:22,card,from,26600,SETTLED,,RITE AID 11139,5912,Drug Stores and Pharmacies,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_rGMQCBoMkwq3,2022-10-05 14:01:24,found_to_found_transfer,from,1900,SETTLED,,other,,,,,,,,,,,,
business_GthGNve4Ku76,2022-10-05 15:34:10,card,from,3000,SETTLED,,PIXIESET.COM,5734,Computer Software Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH
business_c5DUbA5jxeVe,2022-10-05 15:46:35,ach_internal,from,13551,SETTLED,,su9h21SbgEeUfdxwizQK+bMlMWIv8ZVePaUBnPLJLrg=,,,,,,,,,,,,
business_GthGNve4Ku76,2022-10-05 15:50:24,card,from,5371,SETTLED,,EASTOWN AGO #34,5542,Automated Fuel Dispensers,USA,POS_TERMINAL,,FALSE,TRUE,PRESENT,TRUE,ICC,MAESTRO,FAIL
business_z6zAtWeXoEQC,2022-10-05 16:18:52,card,from,200000,DECLINED,CARD_INACTIVE,14016  SUBURBAN SQUA,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,APPLE_PAY,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_z6zAtWeXoEQC,2022-10-05 16:19:17,card,from,100000,DECLINED,CARD_INACTIVE,14016  SUBURBAN SQUA,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,APPLE_PAY,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_MgHvS1et8qdV,2022-10-05 16:19:54,card,from,100000,DECLINED,CARD_INACTIVE,14016  SUBURBAN SQUA,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,APPLE_PAY,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_RuvEbjbYaoqH,2022-10-05 16:22:47,card,from,100000,SETTLED,,LULULEMON SUBURBAN SQR,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_RuvEbjbYaoqH,2022-10-05 16:22:58,card,from,100000,SETTLED,,LULULEMON SUBURBAN SQR,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_y8QPwLg2vAbk,2022-10-05 16:30:14,card,from,100000,SETTLED,,LULULEMON SUBURBAN SQR,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_y8QPwLg2vAbk,2022-10-05 16:30:27,card,from,100000,SETTLED,,LULULEMON SUBURBAN SQR,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_y8QPwLg2vAbk,2022-10-05 16:32:29,card,from,100000,SETTLED,,LULULEMON SUBURBAN SQR,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_y8QPwLg2vAbk,2022-10-05 16:32:43,card,from,100000,SETTLED,,LULULEMON SUBURBAN SQR,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_RuvEbjbYaoqH,2022-10-05 16:34:06,card,from,68000,SETTLED,,LULULEMON SUBURBAN SQR,5691,Men’s and Women’s Clothing Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,CONTACTLESS,MASTERCARD,FAIL
business_sgTVjfkcmcAt,2022-10-05 16:50:19,ach_external,from,90051,SETTLED,,TUhSD5dxKOd6rNpzAjoabLaZOGa3s9k9D3O2k9yqcCo=,,,,,,,,,,,,
business_YwejKRwM773W,2022-10-05 17:46:48,ach_internal,to,46661,SETTLED,,H+7CICiHUtA+qQwGoWDR+2swngjOt7V51StTwi+Kjik=,,,,,,,,,,,,
business_g5oeQtakbRSk,2022-10-05 17:47:14,card,from,12838,SETTLED,,EASYSHIP.COM,4215,"Courier Services – Air or Ground, Freight forwarders",USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_PknZzKqAGiAv,2022-10-05 17:52:50,atm,from,80749,DECLINED,LIMIT_EXCEEDED,Everi,6011,Financial Institutions – Manual Cash Disbursements,USA,ATM,,FALSE,FALSE,PRESENT,TRUE,ICC,MAESTRO,FAIL
business_JdqojUMWtYU8,2022-10-05 17:55:28,card,from,1426,SETTLED,,HARBOR FREIGHT TOOLS 7,5251,Hardware Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_pGErY9hkzHwZ,2022-10-05 17:58:40,card,from,5000,SETTLED,,THUMBTACK 5043913958,7311,Advertising Services,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,UNKNOWN,MASTERCARD,MATCH_ZIP_ONLY
business_YH1mdjpahFk5,2022-10-05 18:08:56,card,from,3135,DECLINED,CARD_INACTIVE,"TOAST, INC",5734,Computer Software Stores,USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,FAIL
business_sgTVjfkcmcAt,2022-10-05 18:19:00,card,from,18457,SETTLED,,THE HOME DEPOT #3009,5200,Home Supply Warehouse Stores,USA,POS_TERMINAL,,TRUE,TRUE,PRESENT,FALSE,ICC,MASTERCARD,FAIL
business_i3ycBbiYXuC2,2022-10-05 18:20:49,card,from,2500,SETTLED,,ISACA,8299,Schools and Educational Services ( Not Elsewhere Classified),USA,ECOMMERCE,,FALSE,TRUE,NOT_PRESENT,FALSE,KEY_ENTERED,MASTERCARD,MATCH_ZIP_ONLY
